wrist_roll_L,wrist_roll_F,grip_L,grip_F,raw_L,raw_F
-15.9,-16.1,62.8,63.3,2086,1763
-15.9,-16.1,62.8,63.3,2086,1763
-15.9,-16.1,62.8,63.2,2086,1762
-15.9,-16.1,62.8,63.2,2086,1762
-15.9,-16.1,62.8,63.2,2086,1762
-15.9,-16.1,62.8,63.2,2086,1762
-15.9,-16.1,62.8,63.2,2086,1762
-15.9,-16.1,62.8,63.2,2086,1762
-15.9,-16.1,62.8,63.1,2086,1761
-15.9,-16.1,62.8,63.1,2086,1761
-15.9,-16.1,62.8,63.1,2086,1761
-16.0,-16.1,62.8,63.1,2086,1761
-16.1,-16.1,62.8,63.0,2086,1760
-16.1,-16.1,62.7,63.0,2086,1760
-16.2,-16.1,62.7,63.0,2087,1760
-16.1,-16.1,62.7,63.0,2087,1760
-16.1,-16.1,62.7,63.0,2088,1760
-16.1,-16.1,62.7,63.0,2088,1760
-16.1,-16.1,62.7,63.0,2088,1760
-16.1,-16.1,62.7,63.0,2088,1759
-16.1,-16.1,62.7,63.0,2088,1759
-16.1,-16.1,62.7,63.0,2088,1759
-16.1,-16.1,62.5,63.0,2090,1759
-16.1,-16.1,62.2,63.0,2096,1759
-16.1,-16.1,61.7,62.9,2102,1758
-16.1,-16.1,61.6,62.6,2105,1755
-16.1,-16.1,61.6,62.3,2105,1750
-16.1,-16.1,61.6,62.1,2105,1748
-16.1,-16.1,61.6,62.0,2105,1747
-16.1,-16.1,61.6,62.0,2105,1747
-16.1,-16.1,61.6,62.0,2105,1747
-16.1,-16.1,61.6,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.1,-16.1,61.5,62.0,2106,1747
-16.3,-16.1,61.3,62.0,2110,1747
-16.4,-16.1,60.8,62.0,2118,1747
-16.4,-16.1,60.1,61.8,2129,1744
-16.4,-16.1,59.5,61.3,2136,1738
-16.4,-16.1,59.3,60.7,2140,1730
-16.5,-16.2,59.0,60.1,2146,1721
-16.6,-16.2,58.9,59.7,2146,1717
-16.6,-16.2,58.9,59.4,2146,1713
-16.7,-16.3,58.9,59.3,2146,1712
-16.9,-16.3,58.9,59.3,2146,1712
-17.0,-16.4,58.9,59.3,2146,1712
-17.0,-16.5,59.0,59.3,2145,1712
-17.0,-16.5,59.0,59.3,2145,1712
-17.0,-16.6,59.0,59.3,2145,1712
-16.9,-16.6,59.0,59.3,2145,1712
-16.9,-16.7,59.0,59.3,2144,1712
-16.9,-16.7,59.0,59.3,2144,1712
-16.9,-16.7,59.1,59.3,2143,1712
-16.8,-16.8,59.1,59.3,2143,1712
-16.7,-16.8,59.2,59.3,2141,1712
-16.7,-16.8,59.4,59.3,2139,1712
-16.7,-16.8,59.4,59.3,2139,1712
-16.9,-16.8,59.4,59.3,2138,1712
-17.0,-16.8,59.4,59.3,2138,1712
-16.9,-16.8,59.4,59.3,2138,1712
-16.8,-16.8,59.4,59.3,2138,1712
-16.8,-16.9,59.4,59.3,2138,1712
-16.7,-16.9,59.4,59.3,2137,1712
-16.7,-16.8,59.5,59.3,2137,1712
-16.7,-16.8,59.5,59.3,2137,1712
-16.6,-16.8,59.5,59.3,2137,1712
-16.6,-16.8,59.5,59.3,2137,1712
-16.6,-16.8,59.5,59.3,2137,1712
-16.6,-16.8,59.4,59.3,2138,1712
-16.7,-16.8,59.4,59.3,2138,1712
-16.7,-16.8,59.3,59.3,2141,1712
-16.7,-16.8,59.0,59.3,2144,1712
-16.7,-16.8,59.0,59.3,2145,1712
-16.7,-16.8,59.0,59.3,2145,1712
-16.7,-16.8,59.0,59.3,2144,1712
-16.7,-16.8,59.0,59.3,2144,1712
-16.6,-16.8,59.0,59.3,2144,1712
-16.6,-16.8,59.0,59.3,2144,1712
-16.6,-16.8,59.0,59.3,2145,1712
-16.5,-16.8,59.0,59.3,2145,1712
-16.4,-16.8,58.9,59.3,2146,1712
-16.4,-16.8,58.8,59.3,2147,1712
-16.3,-16.8,58.7,59.3,2149,1712
-16.3,-16.8,58.6,59.3,2151,1712
-16.3,-16.8,58.6,59.2,2151,1711
-16.3,-16.8,58.5,59.2,2152,1711
-16.3,-16.8,58.4,59.1,2153,1710
-16.2,-16.8,57.9,59.1,2162,1710
-16.1,-16.8,56.8,59.0,2180,1708
-15.9,-16.7,55.3,58.4,2208,1700
-15.7,-16.6,53.5,56.7,2255,1677
-15.3,-16.6,51.5,56.4,2263,1675
-14.8,-16.5,49.3,55.3,2299,1659
-14.3,-16.3,47.0,53.5,2332,1637
-13.8,-16.0,45.4,51.5,2360,1611
-13.2,-15.8,43.3,49.1,2390,1578
-12.4,-15.4,41.6,46.8,2414,1551
-11.7,-14.8,40.5,44.5,2434,1520
-11.1,-14.4,39.8,42.6,2442,1496
-10.4,-13.7,39.4,40.6,2448,1471
-9.8,-13.1,39.4,39.5,2448,1458
-9.5,-12.4,39.4,39.2,2448,1454
-9.1,-11.7,39.4,39.1,2448,1453
-8.7,-11.1,39.4,39.1,2447,1453
-8.5,-10.5,39.5,39.1,2446,1453
-8.5,-10.1,39.7,39.1,2442,1453
-8.4,-9.6,40.1,39.1,2436,1453
-8.4,-9.3,40.5,39.2,2430,1454
-8.4,-9.1,40.5,39.5,2430,1458
-8.4,-8.9,40.5,39.8,2430,1462
-8.4,-8.7,40.5,39.9,2430,1463
-8.4,-8.7,40.5,39.9,2430,1463
-8.4,-8.6,40.5,39.9,2430,1463
-8.3,-8.6,40.5,39.9,2430,1463
-8.3,-8.6,40.5,39.9,2430,1463
-8.3,-8.6,40.5,39.9,2430,1463
-8.2,-8.6,40.5,39.9,2431,1463
-8.2,-8.6,40.5,39.9,2431,1463
-8.2,-8.6,40.5,39.9,2431,1463
-8.2,-8.6,40.5,39.9,2431,1463
-8.2,-8.6,40.5,39.9,2431,1463
-8.2,-8.6,40.5,39.9,2431,1463
-8.2,-8.6,40.3,39.9,2433,1463
-8.1,-8.6,40.3,39.9,2433,1463
-8.1,-8.6,40.3,39.9,2433,1463
-8.1,-8.6,40.3,39.9,2434,1463
-8.0,-8.6,40.1,39.9,2436,1463
-8.0,-8.6,40.1,39.9,2436,1463
-8.0,-8.6,40.1,39.9,2436,1463
-8.0,-8.6,40.1,39.9,2436,1463
-8.0,-8.6,40.1,39.9,2436,1463
-8.0,-8.6,40.1,39.9,2436,1463
-8.0,-8.5,40.1,39.9,2437,1463
-8.0,-8.4,40.1,39.9,2438,1463
-8.0,-8.4,40.0,39.9,2438,1463
-8.0,-8.4,39.5,39.9,2446,1463
-8.0,-8.4,38.7,39.8,2459,1462
-8.0,-8.3,38.2,39.7,2467,1460
-8.0,-8.4,37.5,39.1,2477,1452
-8.1,-8.3,36.8,38.6,2490,1445
-8.1,-8.3,36.0,37.7,2501,1435
-8.1,-8.3,35.3,37.0,2512,1425
-8.1,-8.3,34.7,36.3,2520,1416
-8.0,-8.3,34.3,35.6,2526,1407
-8.0,-8.3,34.0,35.1,2532,1400
-8.0,-8.3,33.9,34.6,2534,1395
-8.0,-8.3,33.8,34.3,2534,1391
-8.0,-8.3,33.8,34.3,2534,1391
-8.0,-8.3,33.7,34.3,2536,1391
-8.0,-8.3,33.5,34.3,2540,1391
-8.0,-8.3,33.3,34.2,2541,1389
-8.0,-8.3,33.3,34.2,2541,1389
-8.0,-8.3,33.3,34.1,2541,1388
-8.0,-8.3,33.3,34.1,2542,1388
-8.0,-8.3,33.3,34.1,2542,1388
-8.0,-8.3,33.3,34.1,2542,1388
-8.0,-8.3,33.0,34.1,2546,1388
-8.0,-8.3,32.6,34.0,2552,1387
-8.0,-8.3,32.5,33.8,2554,1384
-8.0,-8.3,32.3,33.5,2558,1380
-8.0,-8.3,32.1,33.2,2560,1376
-8.0,-8.3,32.0,32.9,2562,1373
-8.0,-8.3,31.6,32.8,2569,1370
-8.0,-8.3,31.5,32.5,2570,1368
-8.0,-8.3,31.4,32.3,2571,1364
-7.9,-8.3,31.3,32.1,2572,1363
-8.0,-8.3,31.1,32.1,2576,1362
-8.0,-8.3,30.8,32.1,2581,1362
-8.0,-8.3,30.3,31.8,2589,1359
-8.0,-8.3,30.0,31.5,2594,1354
-8.0,-8.3,29.7,31.1,2597,1348
-8.0,-8.3,29.4,30.5,2601,1342
-8.0,-8.3,28.9,30.2,2610,1338
-8.0,-8.3,28.5,29.9,2617,1334
-8.0,-8.3,28.0,29.6,2624,1329
-8.0,-8.3,27.6,29.1,2629,1324
-8.0,-8.3,27.1,28.8,2638,1320
-8.0,-8.3,26.6,28.5,2645,1316
-8.0,-8.3,26.3,27.9,2650,1309
-7.9,-8.3,26.1,27.3,2653,1301
-7.9,-8.3,25.8,26.9,2659,1296
-8.0,-8.3,25.5,26.7,2663,1293
-7.9,-8.3,25.2,26.3,2668,1288
-7.9,-8.3,24.9,26.0,2673,1284
-7.9,-8.2,24.4,25.7,2679,1279
-8.0,-8.2,24.3,25.3,2681,1275
-8.0,-8.2,24.1,24.9,2684,1270
-8.0,-8.2,24.0,24.7,2685,1268
-8.0,-8.2,24.0,24.7,2685,1266
-8.0,-8.2,24.0,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.6,2684,1266
-8.0,-8.2,24.1,24.5,2683,1265
-8.0,-8.2,24.2,24.5,2683,1266
-8.0,-8.2,24.3,24.5,2679,1265
-8.0,-8.2,24.7,24.5,2675,1265
-8.0,-8.2,25.2,24.5,2666,1265
-8.0,-8.2,25.8,24.6,2656,1266
-8.0,-8.2,26.7,24.7,2641,1267
-8.0,-8.2,28.2,25.4,2618,1276
-8.0,-8.2,30.2,26.3,2589,1289
-8.0,-8.2,32.4,27.3,2551,1302
-8.0,-8.2,35.1,28.8,2512,1321
-8.0,-8.2,37.5,30.6,2472,1347
-8.0,-8.2,39.9,33.0,2437,1375
-8.1,-8.2,41.7,35.4,2411,1407
-8.1,-8.2,42.9,37.8,2391,1438
-8.1,-8.2,44.0,40.1,2374,1468
-8.2,-8.2,45.2,42.2,2356,1493
-8.3,-8.2,46.0,44.0,2344,1516
-8.3,-8.2,46.6,45.2,2336,1532
-8.4,-8.2,46.8,46.0,2333,1541
-8.4,-8.3,46.8,46.5,2333,1547
-8.5,-8.3,46.9,46.6,2332,1549
-8.5,-8.3,46.9,46.6,2332,1549
-8.5,-8.3,47.0,46.6,2330,1548
-8.5,-8.3,47.3,46.5,2324,1548
-8.4,-8.3,47.8,46.6,2317,1549
-8.3,-8.3,48.2,46.8,2310,1552
-8.2,-8.3,48.7,47.2,2303,1556
-8.1,-8.3,48.9,47.5,2301,1562
-8.1,-8.3,48.9,47.9,2301,1567
-8.0,-8.3,48.9,48.2,2301,1569
-8.0,-8.3,48.9,48.2,2301,1569
-8.0,-8.3,48.9,48.2,2301,1569
-8.0,-8.3,48.9,48.2,2301,1570
-8.0,-8.3,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1569
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.0,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.2,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
-8.1,-8.2,48.9,48.2,2301,1570
